date,team,opponent,goals_for,goals_against,match_type,tournament,country
2022-01-16,Colombia,Honduras,2,1,home,Friendly,United States
2022-01-16,Peru,Panama,1,1,home,Friendly,Peru
2022-01-16,Ivory Coast,Sierra Leone,2,2,home,African Cup of Nations,Cameroon
2022-01-17,Burkina Faso,Ethiopia,1,1,home,African Cup of Nations,Cameroon
2022-01-17,Cameroon,Cape Verde,1,1,home,African Cup of Nations,Cameroon
2022-01-18,Gabon,Morocco,2,2,home,African Cup of Nations,Cameroon
2022-01-18,Zimbabwe,Guinea,2,1,home,African Cup of Nations,Cameroon
2022-01-18,Ghana,Comoros,2,3,home,African Cup of Nations,Cameroon
2022-01-18,Moldova,Uganda,2,3,home,Friendly,Turkey
2022-01-18,Malawi,Senegal,0,0,home,African Cup of Nations,Cameroon
2022-01-19,Egypt,Sudan,1,0,home,African Cup of Nations,Cameroon
2022-01-19,Guinea-Bissau,Nigeria,0,2,home,African Cup of Nations,Cameroon
2022-01-20,Mali,Mauritania,2,0,home,African Cup of Nations,Cameroon
2022-01-20,Gambia,Tunisia,1,0,home,African Cup of Nations,Cameroon
2022-01-20,Sierra Leone,Equatorial Guinea,0,1,home,African Cup of Nations,Cameroon
2022-01-20,South Korea,Moldova,4,0,home,Friendly,Turkey
2022-01-20,Peru,Jamaica,3,0,home,Friendly,Peru
2022-01-20,Ivory Coast,Algeria,3,1,home,African Cup of Nations,Cameroon
2022-01-21,Bolivia,Trinidad and Tobago,5,0,home,Friendly,Bolivia
2022-01-21,Iraq,Uganda,1,0,home,Friendly,Iraq
2022-01-23,Burkina Faso,Gabon,1,1,home,African Cup of Nations,Cameroon
2022-01-23,Nigeria,Tunisia,0,1,home,African Cup of Nations,Cameroon
2022-01-24,Cameroon,Comoros,2,1,home,African Cup of Nations,Cameroon
2022-01-24,Guinea,Gambia,0,1,home,African Cup of Nations,Cameroon
2022-01-25,Morocco,Malawi,2,1,home,African Cup of Nations,Cameroon
2022-01-25,Senegal,Cape Verde,2,0,home,African Cup of Nations,Cameroon
2022-01-26,Ivory Coast,Egypt,0,0,home,African Cup of Nations,Cameroon
2022-01-26,Mali,Equatorial Guinea,0,0,home,African Cup of Nations,Cameroon
2022-01-27,Australia,Vietnam,4,0,home,FIFA World Cup qualification,Australia
2022-01-27,Japan,China,2,0,home,FIFA World Cup qualification,Japan
2022-01-27,Saudi Arabia,Oman,1,0,home,FIFA World Cup qualification,Saudi Arabia
2022-01-27,United Arab Emirates,Syria,2,0,home,FIFA World Cup qualification,United Arab Emirates
2022-01-27,Paraguay,Uruguay,0,1,home,FIFA World Cup qualification,Paraguay
2022-01-27,Chile,Argentina,1,2,home,FIFA World Cup qualification,Chile
2022-01-27,Ecuador,Brazil,1,1,home,FIFA World Cup qualification,Ecuador
2022-01-27,Iran,Iraq,1,0,home,FIFA World Cup qualification,Iran
2022-01-27,Uzbekistan,South Sudan,3,0,home,Friendly,United Arab Emirates
2022-01-27,Costa Rica,Panama,1,0,home,FIFA World Cup qualification,Costa Rica
2022-01-27,Bahrain,Uganda,3,1,home,Friendly,Bahrain
2022-01-27,Indonesia,Timor-Leste,4,1,home,Friendly,Indonesia
2022-01-27,Lebanon,South Korea,0,1,home,FIFA World Cup qualification,Lebanon
2022-01-27,United States,El Salvador,1,0,home,FIFA World Cup qualification,United States
2022-01-27,Honduras,Canada,0,2,home,FIFA World Cup qualification,Honduras
2022-01-27,Jamaica,Mexico,1,2,home,FIFA World Cup qualification,Jamaica
2022-01-28,Jordan,New Zealand,3,1,home,Friendly,United Arab Emirates
2022-01-28,Suriname,Barbados,1,0,home,Friendly,Suriname
2022-01-28,Colombia,Peru,0,1,home,FIFA World Cup qualification,Colombia
2022-01-28,Venezuela,Bolivia,4,1,home,FIFA World Cup qualification,Venezuela
2022-01-29,Kuwait,Libya,2,0,home,Friendly,Kuwait
2022-01-29,Nepal,Mauritius,1,0,home,Friendly,Nepal
2022-01-29,Nicaragua,Belize,4,0,home,Friendly,Nicaragua
2022-01-29,Burkina Faso,Tunisia,1,0,home,African Cup of Nations,Cameroon
2022-01-29,Cameroon,Gambia,2,0,home,African Cup of Nations,Cameroon
2022-01-30,Honduras,El Salvador,0,2,home,FIFA World Cup qualification,Honduras
2022-01-30,Panama,Jamaica,3,2,home,FIFA World Cup qualification,Panama
2022-01-30,Canada,United States,2,0,home,FIFA World Cup qualification,Canada
2022-01-30,Mexico,Costa Rica,0,0,home,FIFA World Cup qualification,Mexico
2022-01-30,Egypt,Morocco,2,1,home,African Cup of Nations,Cameroon
2022-01-30,Indonesia,Timor-Leste,3,0,home,Friendly,Indonesia
2022-01-30,Senegal,Equatorial Guinea,3,1,home,African Cup of Nations,Cameroon
2022-02-01,Syria,South Korea,0,2,home,FIFA World Cup qualification,United Arab Emirates
2022-02-01,Argentina,Colombia,1,0,home,FIFA World Cup qualification,Argentina
2022-02-01,Uruguay,Venezuela,4,1,home,FIFA World Cup qualification,Uruguay
2022-02-01,Bolivia,Chile,2,3,home,FIFA World Cup qualification,Bolivia
2022-02-01,Oman,Australia,2,2,home,FIFA World Cup qualification,Oman
2022-02-01,Japan,Saudi Arabia,2,0,home,FIFA World Cup qualification,Japan
2022-02-01,Vietnam,China,3,1,home,FIFA World Cup qualification,Vietnam
2022-02-01,Iran,United Arab Emirates,1,0,home,FIFA World Cup qualification,Iran
2022-02-01,Lebanon,Iraq,1,1,home,FIFA World Cup qualification,Lebanon
2022-02-01,Suriname,Guyana,2,1,home,Friendly,Suriname
2022-02-01,Nicaragua,Belize,1,1,home,Friendly,Nicaragua
2022-02-01,Nepal,Mauritius,1,0,home,Friendly,Nepal
2022-02-01,Kuwait,Libya,0,2,home,Friendly,Kuwait
2022-02-01,Bahrain,DR Congo,1,0,home,Friendly,Bahrain
2022-02-01,Peru,Ecuador,1,1,home,FIFA World Cup qualification,Peru
2022-02-01,Brazil,Paraguay,4,0,home,FIFA World Cup qualification,Brazil
2022-02-02,El Salvador,Canada,0,2,home,FIFA World Cup qualification,El Salvador
2022-02-02,Mexico,Panama,1,0,home,FIFA World Cup qualification,Mexico
2022-02-02,United States,Honduras,3,0,home,FIFA World Cup qualification,United States
2022-02-02,Burkina Faso,Senegal,1,3,home,African Cup of Nations,Cameroon
2022-02-02,Jamaica,Costa Rica,0,1,home,FIFA World Cup qualification,Jamaica
2022-02-03,Cameroon,Egypt,0,0,home,African Cup of Nations,Cameroon
2022-02-05,Cameroon,Burkina Faso,3,3,home,African Cup of Nations,Cameroon
2022-02-06,Senegal,Egypt,0,0,home,African Cup of Nations,Cameroon
2022-03-17,Cook Islands,Solomon Islands,0,2,home,FIFA World Cup qualification,Qatar
2022-03-18,New Caledonia,Fiji,1,2,home,FIFA World Cup qualification,Qatar
2022-03-18,Iraq,Zambia,3,1,home,Friendly,Iraq
2022-03-18,Papua New Guinea,New Zealand,0,1,home,FIFA World Cup qualification,Qatar
2022-03-19,Mauritius,Seychelles,0,0,home,Friendly,Mauritius
2022-03-21,Papua New Guinea,New Caledonia,1,0,home,FIFA World Cup qualification,Qatar
2022-03-21,New Zealand,Fiji,4,0,home,FIFA World Cup qualification,Qatar
2022-03-23,Somalia,Eswatini,0,3,home,African Cup of Nations qualification,Tanzania
2022-03-23,Seychelles,Lesotho,0,0,home,African Cup of Nations qualification,Mauritius
2022-03-23,Djibouti,South Sudan,2,4,home,African Cup of Nations qualification,Egypt
2022-03-23,Chad,Gambia,0,1,home,African Cup of Nations qualification,Cameroon
2022-03-23,Mozambique,Niger,1,1,home,Friendly,Mauritania
2022-03-23,Tanzania,Central African Republic,3,1,home,Friendly,Tanzania
2022-03-23,Laos,Mongolia,1,0,home,Friendly,Laos
2022-03-23,Guadeloupe,Cape Verde,0,2,home,Friendly,France
2022-03-23,Guinea-Bissau,Equatorial Guinea,3,0,home,Friendly,Portugal
2022-03-23,Gibraltar,Grenada,0,0,home,Friendly,Gibraltar
2022-03-23,Bahrain,India,2,1,home,Friendly,Bahrain
2022-03-23,Malaysia,Philippines,2,0,home,Friendly,Singapore
2022-03-24,Mauritius,São Tomé and Príncipe,3,0,home,African Cup of Nations qualification,Mauritius
2022-03-24,Sweden,Czech Republic,1,0,home,FIFA World Cup qualification,Sweden
2022-03-24,Wales,Austria,2,1,home,FIFA World Cup qualification,Wales
2022-03-24,Armenia,Montenegro,1,0,home,Friendly,Armenia
2022-03-24,Guatemala,Cuba,1,0,home,Friendly,Guatemala
2022-03-24,Hungary,Serbia,0,1,home,Friendly,Hungary
2022-03-24,Kosovo,Burkina Faso,5,0,home,Friendly,Kosovo
2022-03-24,Scotland,Poland,1,1,home,Friendly,Scotland
2022-03-24,Maldives,Bangladesh,2,0,home,Friendly,Maldives
2022-03-24,Thailand,Nepal,2,0,home,Friendly,Thailand
2022-03-24,Togo,Sierra Leone,3,0,home,Friendly,Turkey
2022-03-24,Estonia,Cyprus,0,0,home,UEFA Nations League,Estonia
2022-03-24,Moldova,Kazakhstan,1,2,home,UEFA Nations League,Moldova
2022-03-24,Italy,North Macedonia,0,1,home,FIFA World Cup qualification,Italy
2022-03-24,Liberia,Benin,0,4,home,Friendly,Turkey
2022-03-24,Uruguay,Peru,1,0,home,FIFA World Cup qualification,Uruguay
2022-03-24,Portugal,Turkey,3,1,home,FIFA World Cup qualification,Portugal
2022-03-24,Brazil,Chile,4,0,home,FIFA World Cup qualification,Brazil
2022-03-24,Paraguay,Ecuador,3,1,home,FIFA World Cup qualification,Paraguay
2022-03-24,Jamaica,El Salvador,1,1,home,FIFA World Cup qualification,Jamaica
2022-03-24,Panama,Honduras,1,1,home,FIFA World Cup qualification,Panama
2022-03-24,Costa Rica,Canada,1,0,home,FIFA World Cup qualification,Costa Rica
2022-03-24,Lebanon,Syria,0,3,home,FIFA World Cup qualification,Lebanon
2022-03-24,Iraq,United Arab Emirates,1,0,home,FIFA World Cup qualification,Saudi Arabia
2022-03-24,South Korea,Iran,2,0,home,FIFA World Cup qualification,South Korea
2022-03-24,Mexico,United States,0,0,home,FIFA World Cup qualification,Mexico
2022-03-24,Vietnam,Oman,0,1,home,FIFA World Cup qualification,Vietnam
2022-03-24,Australia,Japan,0,2,home,FIFA World Cup qualification,Australia
2022-03-24,Solomon Islands,Tahiti,3,1,home,FIFA World Cup qualification,Qatar
2022-03-24,Fiji,Papua New Guinea,1,2,home,FIFA World Cup qualification,Qatar
2022-03-24,New Zealand,New Caledonia,7,1,home,FIFA World Cup qualification,Qatar
2022-03-24,Colombia,Bolivia,3,0,home,FIFA World Cup qualification,Colombia
2022-03-24,China,Saudi Arabia,1,1,home,FIFA World Cup qualification,United Arab Emirates
2022-03-25,Malta,Azerbaijan,1,0,home,Friendly,Malta
2022-03-25,Norway,Slovakia,2,0,home,Friendly,Norway
2022-03-25,Romania,Greece,0,1,home,Friendly,Romania
2022-03-25,San Marino,Lithuania,1,2,home,Friendly,San Marino
2022-03-25,Uzbekistan,Kyrgyzstan,3,1,home,Navruz Cup,Uzbekistan
2022-03-25,Tajikistan,Uganda,1,1,home,Navruz Cup,Uzbekistan
2022-03-25,Trinidad and Tobago,Barbados,9,0,home,Friendly,Trinidad and Tobago
2022-03-25,Alderney,Jersey,1,6,home,Muratti Vase,Alderney
2022-03-25,Luxembourg,Northern Ireland,1,3,home,Friendly,Luxembourg
2022-03-25,South Africa,Guinea,0,0,home,Friendly,Belgium
2022-03-25,Latvia,Kuwait,1,1,home,Friendly,Malta
2022-03-25,Andorra,Saint Kitts and Nevis,1,0,home,Friendly,Andorra
2022-03-25,Congo,Zambia,1,3,home,Friendly,Turkey
2022-03-25,Cameroon,Algeria,0,1,home,FIFA World Cup qualification,Cameroon
2022-03-25,DR Congo,Morocco,1,1,home,FIFA World Cup qualification,DR Congo
2022-03-25,France,Ivory Coast,2,1,home,Friendly,France
2022-03-25,Ghana,Nigeria,0,0,home,FIFA World Cup qualification,Ghana
2022-03-25,Mali,Tunisia,0,1,home,FIFA World Cup qualification,Mali
2022-03-25,Egypt,Senegal,1,0,home,FIFA World Cup qualification,Egypt
2022-03-25,Bosnia and Herzegovina,Georgia,0,1,home,Friendly,Bosnia and Herzegovina
2022-03-25,Cape Verde,Liechtenstein,6,0,home,Friendly,Spain
2022-03-25,Comoros,Ethiopia,2,1,home,Friendly,Comoros
2022-03-25,Argentina,Venezuela,3,0,home,FIFA World Cup qualification,Argentina
2022-03-26,Libya,Niger,2,1,home,Friendly,Mauritania
2022-03-26,Spain,Albania,2,1,home,Friendly,Spain
2022-03-26,Singapore,Malaysia,2,1,home,Friendly,Singapore
2022-03-26,Republic of Ireland,Belgium,2,2,home,Friendly,Republic of Ireland
2022-03-26,Netherlands,Denmark,4,2,home,Friendly,Netherlands
2022-03-26,Mauritania,Mozambique,2,1,home,Friendly,Mauritania
2022-03-26,Gibraltar,Faroe Islands,0,0,home,Friendly,Gibraltar
2022-03-26,Qatar,Bulgaria,2,1,home,Friendly,Qatar
2022-03-26,Finland,Iceland,1,1,home,Friendly,Spain
2022-03-26,Angola,Guinea-Bissau,3,2,home,Friendly,Portugal
2022-03-26,Bahrain,Burundi,1,0,home,Friendly,Iran
2022-03-26,Belarus,India,3,0,home,Friendly,Bahrain
2022-03-26,Germany,Israel,2,0,home,Friendly,Germany
2022-03-26,Central African Republic,Sudan,0,0,home,Friendly,Tanzania
2022-03-26,Croatia,Slovenia,1,1,home,Friendly,Qatar
2022-03-26,England,Switzerland,2,1,home,Friendly,England
2022-03-27,Eswatini,Somalia,2,1,home,African Cup of Nations qualification,South Africa
2022-03-27,Lesotho,Seychelles,3,1,home,African Cup of Nations qualification,South Africa
2022-03-27,South Sudan,Djibouti,1,0,home,African Cup of Nations qualification,Uganda
2022-03-27,Thailand,Suriname,1,0,home,Friendly,Thailand
2022-03-27,Liberia,Sierra Leone,0,1,home,Friendly,Turkey
2022-03-27,Laos,Brunei,3,2,home,Friendly,Laos
2022-03-27,Guatemala,Haiti,2,1,home,Friendly,United States
2022-03-27,Benin,Zambia,2,1,home,Friendly,Turkey
2022-03-27,Belize,Cuba,0,3,home,Friendly,Belize
2022-03-27,Barbados,Guyana,0,5,home,Friendly,Trinidad and Tobago
2022-03-27,Solomon Islands,Papua New Guinea,3,2,home,FIFA World Cup qualification,Qatar
2022-03-27,Mauritius,São Tomé and Príncipe,3,3,home,African Cup of Nations qualification,Mauritius
2022-03-27,United States,Panama,5,1,home,FIFA World Cup qualification,United States
2022-03-27,Honduras,Mexico,0,1,home,FIFA World Cup qualification,Honduras
2022-03-27,Canada,Jamaica,4,0,home,FIFA World Cup qualification,Canada
2022-03-27,El Salvador,Costa Rica,1,2,home,FIFA World Cup qualification,El Salvador
2022-03-27,New Zealand,Tahiti,1,0,home,FIFA World Cup qualification,Qatar
2022-03-28,Vanuatu,Fiji,1,2,home,Friendly,Qatar
2022-03-28,Montenegro,Greece,1,0,home,Friendly,Montenegro
2022-03-28,Andorra,Grenada,1,0,home,Friendly,Andorra
2022-03-28,Cape Verde,San Marino,2,0,home,Friendly,Spain
2022-03-29,Faroe Islands,Liechtenstein,1,0,home,Friendly,Spain
2022-03-29,Finland,Slovakia,0,2,home,Friendly,Spain
2022-03-29,France,South Africa,5,0,home,Friendly,France
2022-03-29,Israel,Romania,2,2,home,Friendly,Israel
2022-03-29,Liberia,Burundi,1,2,home,Friendly,Turkey
2022-03-29,Malta,Kuwait,2,0,home,Friendly,Malta
2022-03-29,Mauritania,Libya,2,0,home,Friendly,Mauritania
2022-03-29,Netherlands,Germany,1,1,home,Friendly,Netherlands
2022-03-29,Northern Ireland,Hungary,0,1,home,Friendly,Northern Ireland
2022-03-29,Norway,Armenia,9,0,home,Friendly,Norway
2022-03-29,Qatar,Slovenia,0,0,home,Friendly,Qatar
2022-03-29,Gambia,Chad,2,2,home,African Cup of Nations qualification,Morocco
2022-03-29,Republic of Ireland,Lithuania,1,0,home,Friendly,Republic of Ireland
2022-03-29,Spain,Iceland,5,0,home,Friendly,Spain
2022-03-29,Switzerland,Kosovo,1,1,home,Friendly,Switzerland
2022-03-29,Tanzania,Sudan,1,1,home,Friendly,Tanzania
2022-03-29,Togo,Benin,1,1,home,Friendly,Turkey
2022-03-29,Trinidad and Tobago,Guyana,1,1,home,Friendly,Trinidad and Tobago
2022-03-29,Turkey,Italy,2,3,home,Friendly,Turkey
2022-03-29,Wales,Czech Republic,1,1,home,Friendly,Wales
2022-03-29,Tajikistan,Kyrgyzstan,1,0,home,Navruz Cup,Uzbekistan
2022-03-29,Uzbekistan,Uganda,4,2,home,Navruz Cup,Uzbekistan
2022-03-29,Cyprus,Estonia,2,0,home,UEFA Nations League,Cyprus
2022-03-29,Kazakhstan,Moldova,0,1,home,UEFA Nations League,Kazakhstan
2022-03-29,England,Ivory Coast,3,0,home,Friendly,England
2022-03-29,Singapore,Philippines,2,0,home,Friendly,Singapore
2022-03-29,Denmark,Serbia,3,0,home,Friendly,Denmark
2022-03-29,Bolivia,Brazil,0,4,home,FIFA World Cup qualification,Bolivia
2022-03-29,Congo,Sierra Leone,1,2,home,Friendly,Turkey
2022-03-29,Croatia,Bulgaria,2,1,home,Friendly,Qatar
2022-03-29,Algeria,Cameroon,1,2,home,FIFA World Cup qualification,Algeria
2022-03-29,Morocco,DR Congo,4,1,home,FIFA World Cup qualification,Morocco
2022-03-29,Nigeria,Ghana,1,1,home,FIFA World Cup qualification,Nigeria
2022-03-29,Senegal,Egypt,1,0,home,FIFA World Cup qualification,Senegal
2022-03-29,Tunisia,Mali,0,0,home,FIFA World Cup qualification,Tunisia
2022-03-29,Iran,Lebanon,2,0,home,FIFA World Cup qualification,Iran
2022-03-29,Syria,Iraq,1,1,home,FIFA World Cup qualification,United Arab Emirates
2022-03-29,United Arab Emirates,South Korea,1,0,home,FIFA World Cup qualification,United Arab Emirates
2022-03-29,Oman,China,2,0,home,FIFA World Cup qualification,Oman
2022-03-29,Saudi Arabia,Australia,1,0,home,FIFA World Cup qualification,Saudi Arabia
2022-03-29,Ecuador,Argentina,1,1,home,FIFA World Cup qualification,Ecuador
2022-03-29,Japan,Vietnam,1,1,home,FIFA World Cup qualification,Japan
2022-03-29,Venezuela,Colombia,0,1,home,FIFA World Cup qualification,Venezuela
2022-03-29,Bosnia and Herzegovina,Luxembourg,1,0,home,Friendly,Bosnia and Herzegovina
2022-03-29,Belgium,Burkina Faso,3,0,home,Friendly,Belgium
2022-03-29,Peru,Paraguay,2,0,home,FIFA World Cup qualification,Peru
2022-03-29,Bahrain,Belarus,0,1,home,Friendly,Bahrain
2022-03-29,Azerbaijan,Latvia,0,1,home,Friendly,Malta
2022-03-29,Austria,Scotland,2,2,home,Friendly,Austria
2022-03-29,Bangladesh,Mongolia,0,0,home,Friendly,Bangladesh
2022-03-29,Albania,Georgia,0,0,home,Friendly,Albania
2022-03-29,Portugal,North Macedonia,2,0,home,FIFA World Cup qualification,Portugal
2022-03-29,Poland,Sweden,2,0,home,FIFA World Cup qualification,Poland
2022-03-29,Chile,Uruguay,0,2,home,FIFA World Cup qualification,Chile
2022-03-29,Angola,Equatorial Guinea,0,0,home,Friendly,Portugal
2022-03-30,Mexico,El Salvador,2,0,home,FIFA World Cup qualification,Mexico
2022-03-30,Costa Rica,United States,2,0,home,FIFA World Cup qualification,Costa Rica
2022-03-30,Panama,Canada,1,0,home,FIFA World Cup qualification,Panama
2022-03-30,Jamaica,Honduras,2,1,home,FIFA World Cup qualification,Jamaica
2022-03-30,Solomon Islands,New Zealand,0,5,home,FIFA World Cup qualification,Qatar
2022-04-22,Elba Island,Vatican City,4,2,home,Friendly,Italy
2022-04-23,Alderney,Guernsey,0,2,home,Muratti Vase,Alderney
2022-04-24,El Salvador,Guatemala,0,4,home,Friendly,United States
2022-04-27,Mexico,Guatemala,0,0,home,Friendly,United States
2022-05-12,Dominica,Saint Vincent and the Grenadines,2,1,home,Friendly,Dominica
2022-05-12,Bahamas,Turks and Caicos Islands,4,2,home,Friendly,Bahamas
2022-05-13,Guernsey,Jersey,1,2,home,Muratti Vase,Guernsey
2022-05-14,Bahamas,Turks and Caicos Islands,1,2,home,Friendly,Bahamas
2022-05-15,Dominica,Saint Vincent and the Grenadines,3,1,home,Friendly,Dominica
2022-05-21,Yoruba Nation,Matabeleland,1,1,home,CONIFA Africa Football Cup,South Africa
2022-05-21,Jersey,Guernsey,1,0,home,Muratti Vase,Jersey
2022-05-22,Biafra,Matabeleland,0,1,home,CONIFA Africa Football Cup,South Africa
2022-05-23,Yoruba Nation,Biafra,0,1,home,CONIFA Africa Football Cup,South Africa
2022-05-24,Thailand,Bahrain,3,1,home,Friendly,Thailand
2022-05-24,Mozambique,Eswatini,0,1,home,Friendly,Mozambique
2022-05-25,Biafra,Matabeleland,1,0,home,CONIFA Africa Football Cup,South Africa
2022-05-27,Bahrain,Myanmar,2,0,home,Friendly,Thailand
2022-05-27,Malaysia,Brunei,4,0,home,Friendly,Malaysia
2022-05-27,Thailand,Turkmenistan,1,0,home,Friendly,Thailand
2022-05-28,Ethiopia,Lesotho,1,1,home,Friendly,Ethiopia
2022-05-28,India,Jordan,0,2,home,Friendly,Qatar
2022-05-28,Mexico,Nigeria,2,1,home,Friendly,United States
2022-05-29,United Arab Emirates,Gambia,1,1,home,Friendly,United Arab Emirates
2022-05-30,Trinidad and Tobago,Saint Lucia,1,0,home,Friendly,Trinidad and Tobago
2022-05-30,Ethiopia,Lesotho,1,1,home,Friendly,Ethiopia
2022-05-31,Thailand,Bahrain,1,2,home,Friendly,Thailand
2022-06-01,Vietnam,Afghanistan,2,0,home,Friendly,Vietnam
2022-06-01,United States,Morocco,3,0,home,Friendly,United States
2022-06-01,Syria,Tajikistan,1,0,home,Friendly,United Arab Emirates
2022-06-01,Malaysia,Hong Kong,2,0,home,Friendly,Malaysia
2022-06-01,Kuwait,Singapore,2,0,home,Friendly,United Arab Emirates
2022-06-01,Malta,Venezuela,0,1,home,Friendly,Malta
2022-06-01,Indonesia,Bangladesh,0,0,home,Friendly,Indonesia
2022-06-01,Australia,Jordan,2,1,home,Friendly,Qatar
2022-06-01,Libya,Botswana,1,0,home,African Cup of Nations qualification,Libya
2022-06-01,Ghana,Madagascar,3,0,home,African Cup of Nations qualification,Ghana
2022-06-01,Angola,Central African Republic,2,1,home,African Cup of Nations qualification,Angola
2022-06-01,Scotland,Ukraine,1,3,home,FIFA World Cup qualification,Scotland
2022-06-01,Italy,Argentina,0,3,home,CONMEBOL–UEFA Cup of Champions,France
2022-06-01,Poland,Wales,2,1,home,UEFA Nations League,Poland
2022-06-02,Georgia,Gibraltar,4,0,home,UEFA Nations League,Georgia
2022-06-02,Bulgaria,North Macedonia,1,1,home,UEFA Nations League,Bulgaria
2022-06-02,Cyprus,Kosovo,0,2,home,UEFA Nations League,Cyprus
2022-06-02,Estonia,San Marino,2,0,home,UEFA Nations League,Estonia
2022-06-02,Northern Ireland,Greece,0,1,home,UEFA Nations League,Northern Ireland
2022-06-02,Ecuador,Nigeria,1,0,home,Friendly,United States
2022-06-02,Japan,Paraguay,4,1,home,Friendly,Japan
2022-06-02,South Korea,Brazil,1,5,home,Friendly,South Korea
2022-06-02,Mexico,Uruguay,0,3,home,Friendly,United States
2022-06-02,Cambodia,Timor-Leste,2,1,home,Friendly,Cambodia
2022-06-02,Slovenia,Sweden,0,2,home,UEFA Nations League,Slovenia
2022-06-02,French Guiana,Guatemala,2,0,home,CONCACAF Nations League,French Guiana
